Brand,Title,Description,Posted_date,End_date,Comments_count,Bookmarks_count,Shares_count
Lancome,Beauty Sale @ Lancome,"Lancôme offers up to 30% off Beauty Sale via coupon code ""PHASEDOUT"". Plus, free 4 Genifique Serums 0.27oz ($78",03/21/2019,,7,18,6
Lancome,STARLIGHT SPARKLE LA ROSE A POUDRER @ Lancôme,"Lancôme offers the 30% off STARLIGHT SPARKLE LA ROSE A POUDRER for $42. Plus, free 4 Genifique Serums 0.27oz ($78",03/21/2019,,1,5,3
Lancome,with $49 order + Receive a Bonus Sample with $75 order @ Lancôme,"Lancôme offers enjoy 4 pieces sample with $49 order + Receive a Bonus Sample with $75 order via coupon code """". Or, receive 4pc gift",03/17/2019,,99,132,86
Lancome,HOLIDAY LIP LOVE SET @ Lancome,"Lancome offers the HOLIDAY LIP LOVE SET for $35. Plus, free 5-pc gift via coupon code """". Free shipping on orders over $49.",03/13/2019,,49,62,32
Lancome,HOLIDAY ADVENT CALENDAR + 5-pc Gift @ Lancome,"Lancome offers the HOLIDAY ADVENT CALENDAR for $110. Plus, free 5-pc gift via coupon code """". Free shipping on orders over $49.",03/13/2019,,,8,3
Lancome,+ 2 Genifique samples with $200 purchase @ Lancome,"Dealmoon Exclusive! Lancome offers enjoy 15% off on orders $75 via coupon code """". Plus, enjoy 2 Genefique samples on $200+",03/09/2019,,93,66,29
Lancome,with any $60 purchase @ Lancome,"Lancome offers free gift with any $60 purchase via coupon code ""WOMENSDAY"". Free shipping on orders over $49.",03/05/2019,,10,10,6
Lancome,with Advanced Génifique Youth Activating Serum purchase @ Lancôme,"Lancome offers gwp with Advanced Génifique Youth Activating Serum purchase via coupon code """".  spend $35 and receive 2",02/24/2019,,4,6,2
Lancome,Spend $125 Enjoy Duo Gift @ Lancôme,"Lancôme offers spend $35 and receive 2 samples, spend $50 and receive 4 samples Spend $125 enjoy your choice of a fragrance candle and body lotion",02/24/2019,,43,78,34
Lancome,with $49+ purchase @ Lancôme,"Lancome offers choose a mini mascara + Cils Booster sample with $49+ purchase via coupon code """". Free shipping on orders over",02/20/2019,,1,9,4
Lancome,L'Absolu Milky Fusion Tone Up Balm purchase @ Lancôme,"Lancôme offers New Arrival! L'Absolu Milky Fusion Tone Up Balm for $32.  Plus, choose a mini mascara + Cils Booster",02/20/2019,,6,18,6
Lancome,with purchase of 4+ items from Valentine‘s Day @ Lancôme,"Lancôme offers enjoy 20% off with purchase of 4+ items from Valentine‘s Day via coupon code """". 1 deluxe sample at check",02/14/2019,,33,78,49
Lancome,$150+ orders @ Lancôme,"Lancome offers up to $20 $150+ orders. via coupon code ""SHOPSAVE"". Free shipping on $49+ orders. Deal ends 2/14.",02/12/2019,02/14/2019,2,5,2
Lancome,NEW ABSOLUE SOFT CREAM,Lancome offers free NEW ABSOLUE SOFT CREAM.,02/11/2019,,45,67,77
Lancome,@ Lancome,Lancome offers new arrivals . 1 deluxe sample at check out. Free shipping on orders over $49.,02/11/2019,,5,,4
Lancome,with Génifique Yeux purchase @ Lancôme,"Dealmoon Exclusive! Lancome offers 20% off with Génifique Yeux purchase via coupon code """". Or, 15% off + 2 complimentary",02/06/2019,,7,27,14
Lancome,with New Year & Valentine's Day Collection purchase @ Lancôme,Dealmoon Exclusive! Lancome offers enjoy 20% off with New Year & Valentine's Day Collection purchase via coupon code,02/06/2019,,40,42,24
Lancome,Select Items @ Lancôme,"Dealmoon Exclusive! Lancôme offers enjoy 20% off any order via coupon code ""DMCNY"". Or, 15% off + 2 complimentary samples on",02/06/2019,,4127,3531,2327
Lancome,with Advanced Génifique Youth Activating Serum purchase @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy 20% off with Advanced Génifique Youth Activating Serum purchase via coupon code,02/06/2019,,95,190,98
Lancome,with Hydra Zen Beauty purchase @ Lancôme,"Dealmoon Exclusive! Lancome offers 20% off +gwp with Hydra Zen Beauty purchase via coupon code """". Or, 15% off + 2 complimentary samples",02/06/2019,,34,98,43
Lancome,With Énergie De Vie Purchase @ Lancôme,"Lancome offers enjoy 20% off any orders With Énergie De Vie Purchase via coupon code """". Or, 15% off + 2 complimentary",02/05/2019,,24,55,25
Lancome,with any Lips & Nails purchase @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy 20% off with any Lips & Nails purchase via coupon code,02/05/2019,,3,36,19
Lancome,with Rose Collection purchase @ Lancôme,"Dealmoon Exclusive! Lancôme offers enjoy 20% off with Rose Collection purchase via coupon code """". Or, 15% off + 2 complimentary",02/05/2019,,62,96,36
Lancome,with $95 STARLIGHT SPARKLE LA ROSE A POUDRER purchase @ Lancôme,"Lancome offers up to 10-pc gift with $95 STARLIGHT SPARKLE LA ROSE A POUDRER purchase. Plus, five full size brushes with $150 purchase. Free",02/04/2019,,7,22,8
Lancome,Last Day: with L'Absolu Rouge Holiday Edition @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy up to 44% off with L'Absolu Rouge Holiday Edition for $17.92: Enjoy 20% off with,02/01/2019,,2,41,12
Lancome,with Advanced Genifique Sensitive Serum purchase @ Lancôme,"Lancôme offers enjoy 20% off with Advanced Genifique Sensitive Serum purchase via coupon code"""". Or, 15% off + 2 complimentary",01/31/2019,,6,51,17
Lancome,7-Day sample of Advanced Génifique @ Lancôme,Lancome offers free 7-Day sample of Advanced Génifique.,01/29/2019,,287,453,776
Lancome,Advanced Genifique Youth Activating sets@ Lancôme,"Lancôme offers the 20% off Advanced Genifique Youth Activating Sets via coupon code """". Plus, choose up to 10-pc",01/28/2019,,69,131,73
Lancome,Beauty Sale @ Lancome,"Lancôme offers up to 30% off Beauty Sale via coupon code ""PHASEDOUT"". Plus, choose up to 10-pc gifts with $95 purchase. Free",01/27/2019,,560,1257,627
Lancome,with $95 purchase @ Lancôme,"Lancome offers choose up to 10-pc gifts with $95 purchase. Plus, five full size brushes with $150 purchase. Free shipping on orders over",01/24/2019,,21,46,10
Lancome,Last Day: with Advanced Genifique Sensitive Serum purchase @ Lancôme,"Lancôme offers enjoy 15% off with Advanced Genifique Sensitive Serum purchase via coupon code """". Plus, receive 2 samples on",01/09/2019,,7,23,6
Lancome,Last Day: With Énergie De Vie Purchase @ Lancôme,"Lancome offers enjoy 15% off $90+ orders With Énergie De Vie Purchase via coupon code"""". Plus, receive 2 samples on orders",01/09/2019,,4,13,10
Lancome,Last Day: with Rose Collection purchase @ Lancôme,"Lancôme offers enjoy 15% off $90+ orders with Rose Collection purchase via coupon code """". Plus, receive 2 samples",01/09/2019,,10,40,26
Lancome,Last Day: with Advanced Génifique Youth Activating Serum purchase @ Lancôme,Lancôme offers enjoy 15% off $90+ order + gwp with Advanced Génifique Youth Activating Serum purchase via coupon code,01/09/2019,,23,35,31
Lancome,Last Day: with any Lips & Nails purchase @ Lancôme,"Lancôme offers enjoy 15% off with any Lips & Nails purchase via coupon code ""TIERED"". Plus, receive 2 samples on orders",01/09/2019,,1,23,7
Lancome,Last Day: $90+ orders @ Lancôme,"Last Day: Lancôme offers enjoy 15% off $90+ order via coupon code ""TIERED"". Plus, receive 2 samples on orders $35+, receive",01/09/2019,,130,336,205
Lancome,Last Day: with Hydra Zen Beauty purchase @ Lancôme,"Lancome offers 15% off +gwp with Hydra Zen Beauty purchase via coupon code ""TIERED"". Receive 3 more samples on orders $50+. Free shipping on orders",01/09/2019,,2,4,6
Lancome,Last Day: + overnight shipping + GWP @ Lancôme,"Dealmoon Exclusive Early Access! Lancôme offers enjoy 20% off any order via coupon code """". Plus, receive a complimentary",12/22/2018,,195,585,220
Lancome,Last Day: with Rose Collection purchase @ Lancôme,Dealmoon Exclusive Early Access! Lancôme offers enjoy 20% off sitewide with Rose Collection purchase via coupon code,12/22/2018,,10,34,11
Lancome,Last Day: with Advanced Génifique Youth Activating Serum purchase @ Lancôme,Dealmoon Exclusive Early Access! Lancôme offers enjoy 20% off any order + gwp with Advanced Génifique Youth Activating Serum purchase,12/22/2018,,10,43,22
Lancome,Last Day: With Énergie De Vie Purchase @ Lancôme,"Dealmoon Exclusive Early Access! Lancome offers enjoy 20% off With Énergie De Vie Purchase via coupon code """". Plus, receive a",12/22/2018,,2,14,4
Lancome,Last Day: with ACTIVATING & ILLUMINATING REGIMEN SET @ Lancôme,"Lancôme offers 20% off ACTIVATING & ILLUMINATING REGIMEN SET for $89.6 via coupon code """". Plus,",12/22/2018,,26,58,28
Lancome,Last Day: with Génifique Yeux purchase @ Lancôme,"Dealmoon Exclusive Early Access! Lancome offers 20% off with Génifique Yeux purchase via coupon code """". Plus, receive a",12/22/2018,,1,19,3
Lancome,Last Day: with Hydra Zen Beauty purchase @ Lancôme,"Dealmoon Exclusive Early Access! Lancôme offers enjoy 20% off with Hydra Zen Beauty purchase via coupon code """". Plus, receive a",12/21/2018,,2,34,15
Lancome,Last Day: with ADVANCED GÉNIFIQUE EYE LIGHT PEARL @ Lancôme,Dealmoon Exclusive Early Access! Lancôme offers 20% off ADVANCED GÉNIFIQUE EYE LIGHT PEARL,12/21/2018,,,19,4
Lancome,with Advanced Genifique Sensitive Serum purchase @ Lancôme,Dealmoon Exclusive Early Access! Lancôme offers enjoy 20% off with Advanced Genifique Sensitive Serum purchase via coupon code,12/21/2018,,,18,
Lancome,Last Day: + Multiple Gifts with Foundation Products purchase @ Lancôme,Dealmoon Exclusive Early Access! Lancôme offers enjoy 20% off + Multiple Gifts Each Day with Foundation Products,12/21/2018,,8,42,9
Lancome,Last Day: with any Lips & Nails purchase @ Lancôme,Dealmoon Exclusive Early Access! Lancôme offers enjoy 20% off with any Lips & Nails purchase via coupon code,12/21/2018,,11,25,5
Lancome,with $75+ purchases @ Lancôme,"Lancôme offers free 6-pc gift with any $75+ purchase. Enjoy 2 free samples when you spend $35, 4 samples when you spend $50, and 6 samples when you",12/18/2018,,46,187,59
Lancome,Extended: + 10 samples & full-size on $125 @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy 20% off with $75+ purchase sitewide via coupon code,12/14/2018,,449,793,369
Lancome,Extended: with Advanced Génifique Youth Activating Serum purchase @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy 20% off with Advanced Génifique Youth Activating Serum purchase via coupon code,12/14/2018,,41,69,27
Lancome,Extended: With $75+ Énergie De Vie Purchase @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy 20% off With $75+ Énergie De Vie Purchase via coupon code,12/14/2018,,4,16,6
Lancome,Extended: with Génifique Yeux purchase @ Lancôme,"Dealmoon Exclusive! Lancome offers 20% off with Génifique Yeux purchase via coupon code """". Plus, receive 4",12/14/2018,,9,5,6
Lancome,Extended: with Advanced Genifique Sensitive Serum purchase @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy 20% off with $75+ Advanced Genifique Sensitive Serum purchase via coupon code,12/14/2018,,1,33,10
Lancome,Extended: with any Lips & Nails purchase @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy 20% off with $75+ Lips & Nails purchase via coupon code,12/14/2018,,7,43,11
Lancome,Extended: with Rose Collection purchase @ Lancôme,Dealmoon Exclusive! Lancôme offers enjoy 20% off sitewide with $75+ Rose Collection purchase via coupon code,12/14/2018,,43,92,30
Lancome,with Tonique Confort purchase @ Lancôme,Dealmoon Exclusive! Last Day: Lancôme offers enjoy 20% off  with $75+ Tonique Confort purchase via coupon code,12/13/2018,,2,47,16
Lancome,Sitewide @ Lancôme,"Lancôme offers up to $25 off sitewide via coupon code ""SHOPSAVE"". $10 off with $75+ purchase; $15 off with $100+ purchase; $25 off + 2",12/10/2018,,23,38,12
Lancome,with any purchase @ Lancôme,"Lancôme offers Enjoy Holiday Skincare Essentials Collection for $42.5 ($97 value) with any purchases. Plus, enjoy free 6-pc",12/09/2018,,5,21,5
Lancome,with $75+ purchases @ Lancôme,"Lancôme offers free 6-pc gift with any $75+ purchase via coupon code ""best"". Free shipping on all orders.",12/06/2018,,12,24,8
Lancome,with HOLIDAY ADVENT CALENDAR @ Lancome,"offers new arrivals+free gifts with HOLIDAY ADVENT CALENDAR via coupon code """". Free shipping.   This set contains: 7ml",12/01/2018,,17,20,14
Lancome,With Any $49 Purchase @ Lancome,"Lancome offers free $23 gift With Any $49 Purchase via coupon code ""blacklash"". Free shipping.",12/01/2018,,10,16,6
Lancome,Last Day: Free Shipping @ Lancôme,"Last Day: Lancôme offers enjoy 20% off sitewide via coupon code ""FRIENDS"". Free shipping on all orders. Deal ends 11/27.",11/28/2018,11/27/2018,544,2172,1009
Lancome,Last Day: With Énergie De Vie Purchase @ Lancôme,"Last Day: Lancome offers enjoy 20% off With Énergie De Vie Purchase via coupon code """". Free shipping. Deal ends",11/28/2018,,7,17,7
Lancome,Last Day: with Hydra Zen Beauty purchase @ Lancôme,"Last Day: Lancôme offers 20% off +  Multiple Gifts with Hydra Zen Beauty purchase via coupon code """". Free shipping",11/28/2018,,32,231,108
Lancome,Last Day: + Multiple Gifts with Foundation Products purchase @ Lancôme,"Last Day: Lancôme offers enjoy 20% off + Multiple Gifts Each Day with Foundation Products purchase, via coupon code",11/28/2018,,69,352,111
Lancome,Last Day: with Rose Collection purchase @ Lancôme,Last Day: Lancôme offers 20% off + Multiple Gifts with Rose Collection purchase via coupon code,11/28/2018,,31,292,75
Lancome,Last Day: with Advanced Génifique Youth Activating Serum purchase @ Lancôme,Last Day: Lancôme offers enjoy 20% off Advanced Génifique Youth Activating Serum purchase via coupon code,11/28/2018,,44,352,166
Lancome,Last Day: with $75 Advanced Genifique Sensitive Serum purchase @ Lancôme,Last Day: Lancome offers Enjoy 20% off + Free Shipping with $75 Advanced Genifique Sensitive Serum purchase via coupon code,11/27/2018,,26,190,84
Lancome,Last Day: with Génifique Yeux purchase @ Lancôme,Last Day: Lancome offers 20% off + Multiple Gifts with $75 Génifique Yeux($53.6) purchase via coupon code,11/26/2018,,21,204,81
Lancome,+ Multiple Gifts Each Day with Tonique Confort purchase @ Lancôme,Lancôme offers  Enjoy 20% off + Free Shipping+ Multiple Gifts Each Day with Tonique Confort purchase via coupon code,11/25/2018,,37,296,144
Lancome,Holiday Beauty Box In Glam @ Lancôme,"Dealmoon exclusive! Lancôme offers holiday beauty box only $65 with $35 purchase. Plus, receive free 4 deluxe samples",11/23/2018,,699,1899,1622
Lancome,Last Day: With $75 Purchase @ Lancome,"Lancome offers 15% off + up to 5-pc gift with $75 purchase via coupon code ""AFFILIATE"". Plus,  with order of $35, 5",11/20/2018,,144,631,298
Lancome,Last Day: with Tonique Confort $75+ purchase @ Lancôme,Dealmoon exclusive! Lancôme offers 15% off + up to 5-pc gift  with Tonique Confort $75+ order via coupon,11/20/2018,,15,85,51
Lancome,Last Day: with $75 Advanced Genifique Sensitive Serum purchase @ Lancôme,Lancome offers 15% off + up to 5-pc gift with $75 Advanced Genifique Sensitive Serum purchase via coupon code,11/20/2018,,3,23,7
Lancome,Last Day: with $75 Génifique Yeux purchase @ Lancôme,Lancome offers 15% off + up to 5-pc gift with $75 Génifique Yeux purchase via coupon code,11/20/2018,,2,28,18
Lancome,Last Day: with $75 STARLIGHT SPARKLE LA ROSE A POUDRER purchase @ Lancôme,Lancome offers 15% off + up to 5-pc gift with $75 STARLIGHT SPARKLE La Rose à Poudrer purchase via coupon code,11/19/2018,,3,30,5
Lancome,Last Day: with $75+ Advanced Génifique Youth Activating Serum purchase @ Lancôme,"Lancôme offers 15% Off + Up to 5-pc GWP with $75+ Advanced Génifique Youth Activating Serum purchase,  via coupon code",11/19/2018,,14,91,52
Lancome,Last Day: with $75+ Foundation Products purchase @ Lancôme,"Lancôme offers 15% off + 5 deluxe samples with $75 Foundation Products purchase, via coupon code """". Plus, 2",11/19/2018,,12,68,25
Lancome,Last Day: with $75 Hydra Zen Beauty purchase@ Lancôme,Lancome offers 15% off + up to 5-pc gift with $75 Hydra Zen Beauty purchase via coupon code,11/19/2018,,5,48,17
Lancome,Last Day: with $75 Rose Collection purchase @ Lancôme,Lancome offers 15% off + up to 5-pc gift with $75 Rose Collection purchase via coupon code,11/18/2018,,4,32,11
Lancome,Extended: + 5 deluxe samples with $49 Foundation Products purchase @ Lancôme,"Lancôme offers 20% off + 5 deluxe samples with $49 Foundation Products purchase, via coupon code """". Plus, choose 2 full-size Juicy",11/13/2018,,29,125,40
Lancome,Extended: with Hydra Zen purchase + 2 Juicy Shakers with $111 purchase @ Lancôme,Dealmoon exclusive! Lancôme offers 20% Off + 5 deluxe samples with Hydra Zen purchase .via coupon code,11/13/2018,,25,37,29
Lancome,Extended: + 5 deluxe samples with $49+ Advanced Génifique Youth Activating Serum purchase @ Lancôme,"Lancôme offers 20% off sitewide + 5 deluxe samples with any $49+ Advanced Génifique Youth Activating Serum purchase ,  via",11/13/2018,,76,184,72
Lancome,Extended: + 5 deluxe samples with $49 purchase + 1 Juicy Shakers with $111 purchase @ Lancôme,Dealmoon Exclusive!  Lancôme offers 20% off sitewide + 5 deluxe samples with any $49+ order via coupon code,11/13/2018,,1643,2113,996
Lancome,Extended: with Advanced Genifique Sensitive Serum purchase + 2 Juicy Shakers with $111 purchase @ Lancôme,"Lancôme offers 20% off sitewide + 5 deluxe samples with Advanced Genifique Sensitive Serum purchase, via coupon code",11/13/2018,,15,89,10
Lancome,Extended: With Énergie De Vie Purchase @ Lancôme,Lancôme offers 20% off sitewide + 3 deluxe samples with any $49+ Énergie De Vie order via coupon code,11/13/2018,,17,52,19
Lancome,Extended: with Tonique Confort $49+ purchase @ Lancôme,Dealmoon exclusive! Lancôme offers 20% off sitewide + 5 deluxe samples with Tonique Confort $49+ order via coupon,11/13/2018,,46,92,39
Lancome,Extended: Holiday Beauty Box In Glam @ Lancôme,"Lancôme offers holiday beauty box only $65 with $35 purchase. Plus, enjoy 20% off sitewide + 3 deluxe samples",11/12/2018,,33,102,76
Lancome,Extended: with Génifique Yeux @ Lancôme,"Lancôme offers the 20% off with Génifique Yeux for $56.95 via coupon code ""SINGLESMOON"". Plus, receive 5 deluxe",11/12/2018,,2,66,10
Lancome,Sitewide Sale @ Lancôme,"Lancôme offers 15% off sitewide with $49 purchase via coupon code ""FALOCT"". Plus, receive 10 full-size best sellers, only",10/31/2018,,24,175,71
Lancome,with $49+ Tonique Confort purchase @ Lancôme,"Lancôme offers 15% off with $49+ Tonique Confort purchase via coupon code ""FALOCT"". Plus, receive 10 full-size best sellers, only",10/31/2018,,,18,6
Lancome,with Hydra Zen purchase @ Lancôme,"Lancôme offers 15% off with Hydra Zen purchase via coupon code ""FALOCT"". Plus, receive 10 full-size best sellers, only $65 with any $35",10/31/2018,,1,9,1
Lancome,with Génifique Yeux @ Lancôme,"Lancôme offers the $56.95 with Génifique Yeux for $56.95 via coupon code ""FALOCT"". Plus, receive 10 full-size best sellers, only",10/31/2018,,,4,4
